doc_id,bank_code,year,issue_name,section_title,start_page,end_page,confidence,match_type,quality_issue,manual_check,checker_notes,checker,check_time
2022-1216221039,,2022,消费者权益保护,包含'消费者权益'的章节,1,7,78,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2022-1216221039,,2022,普惠金融,包含'普惠金融'的章节,1,7,78,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2022-1216221039,,2022,乡村振兴,包含'乡村振兴'的章节,1,7,78,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219427336,,2023,风险管理,11-2025.09 经济金融、风险管理,5,11,87,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219427336,,2023,公司治理,包含'投资者关系'的章节,5,11,87,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219427336,,2023,绿色金融,62 亿元，比上年末增长57.44%；绿色债券投资,2,8,87,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219427336,,2023,消费者权益保护,包含'消费者权益'的章节,1,7,87,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219427336,,2023,普惠金融,74%。提升普惠金融能力，拓宽普惠金融服务覆盖,2,8,87,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219427336,,2023,乡村振兴,包含'农业产业化'的章节,8,14,87,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222947755,,2024,风险管理,11-2025.09 经济金融、风险管理,6,12,84,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222947755,,2024,公司治理,06-2025.09 金融、财务、法律、公司治理,6,12,84,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222947755,,2024,绿色金融,您对中国光大银行履行社会责任的其他建议？,26,32,84,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222947755,,2024,消费者权益保护,包含'消费者权益'的章节,1,7,84,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222947755,,2024,普惠金融,包含'个体工商户'的章节,15,21,84,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222947755,,2024,乡村振兴,包含'农业产业化'的章节,10,16,84,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225061518,,2025,风险管理,包含'风险管理'的章节,1,7,79,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2025-1225061518,,2025,公司治理,包含'公司治理'的章节,19,25,79,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2025-1225061518,,2025,绿色金融,包含'可持续发展'的章节,1,7,79,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2025-1225061518,,2025,消费者权益保护,包含'消费者权益'的章节,1,7,79,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2025-1225061518,,2025,普惠金融,包含'普惠金融'的章节,1,7,79,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2025-1225061518,,2025,乡村振兴,包含'农业'的章节,60,66,79,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2021-1213270996,,2021,风险管理,包含'风险管理体系'的章节,6,12,92,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1213270996,,2021,公司治理,包含'公司治理结构'的章节,6,12,92,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1213270996,,2021,绿色金融,绿色金融推进转型发展,1,7,92,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1213270996,,2021,消费者权益保护,包含'消费者权益'的章节,1,7,92,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1213270996,,2021,普惠金融,普惠金融赋能社会治理,1,7,92,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1213270996,,2021,乡村振兴,包含'乡村振兴'的章节,2,8,92,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216653502,,2022,风险管理,3 - 全面风险管理,1,7,86,精确匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216653502,,2022,公司治理,2 - 加强内控合规,1,7,86,精确匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216653502,,2022,绿色金融,大力发展绿色金融，P79,25,31,86,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216653502,,2022,消费者权益保护,3 - 保障客户权益,1,7,86,精确匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216653502,,2022,普惠金融,普惠金融，P20,26,32,86,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216653502,,2022,乡村振兴,全面推进乡村振兴，P21,25,31,86,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219834221,,2023,风险管理,包含'风险管理体系'的章节,9,15,77,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219834221,,2023,公司治理,2 加强内控合规,26,32,77,精确匹配,ok,confirmed,中高置信度+精确匹配，自动通过,system_auto,2026-06-14
2023-1219834221,,2023,绿色金融,2 发展绿色金融,26,32,77,精确匹配,ok,confirmed,中高置信度+精确匹配，自动通过,system_auto,2026-06-14
2023-1219834221,,2023,消费者权益保护,3 保障客户权益,26,32,77,精确匹配,ok,confirmed,中高置信度+精确匹配，自动通过,system_auto,2026-06-14
2023-1219834221,,2023,普惠金融,包含'普惠金融'的章节,1,7,77,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219834221,,2023,乡村振兴,同时，本行制定和实施助力镇村经济高质量发展暨服务乡村振兴、赋能社会治理、助力共同富裕三年行动计划（2023,15,21,77,关键词匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2024-1223285575,,2024,风险管理,3 风险管理,32,38,86,精确匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1223285575,,2024,公司治理,1 公司治理,28,34,86,精确匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1223285575,,2024,绿色金融,2  绿色金融,10,16,86,精确匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1223285575,,2024,消费者权益保护,8 消费者权益保护 *,20,26,86,精确匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1223285575,,2024,普惠金融,4 普惠金融 *,17,23,86,精确匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1223285575,,2024,乡村振兴,2 服务乡村振兴 *,13,19,86,精确匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225150601,,2025,风险管理,包含'风险管理体系'的章节,7,13,83,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225150601,,2025,公司治理,储晓明先生独立董事任职资格于 2026 年 1 月 6 日经国家金融监督管理总局上海监管局核准。,32,38,83,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225150601,,2025,绿色金融,您对上海农商银行报告编制及履行社会责任的其他建议 ?,40,46,83,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225150601,,2025,消费者权益保护,数据安全与客户隐私保护,6,12,83,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225150601,,2025,普惠金融,平等对待中小企业,6,12,83,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225150601,,2025,乡村振兴,乡村振兴,6,12,83,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1213177276,,2021,风险管理,全面风险管理,2,8,85,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1213177276,,2021,公司治理,合规经营,2,8,85,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1213177276,,2021,绿色金融,包含'环境信息披露'的章节,1,7,85,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1213177276,,2021,消费者权益保护,包含'消费者权益'的章节,1,7,85,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1213177276,,2021,普惠金融,包含'个体工商户'的章节,5,11,85,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1213177276,,2021,乡村振兴,包含'乡村振兴'的章节,1,7,85,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216595303,,2022,风险管理,包含'全面风险管理'的章节,2,8,94,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216595303,,2022,公司治理,包含'投资者关系'的章节,2,8,94,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216595303,,2022,绿色金融,包含'环境信息披露'的章节,1,7,94,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216595303,,2022,消费者权益保护,包含'消费者权益'的章节,2,8,94,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216595303,,2022,普惠金融,包含'个体工商户'的章节,4,10,94,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216595303,,2022,乡村振兴,包含'乡村振兴'的章节,1,7,94,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219797258,,2023,风险管理,包含'全面风险管理'的章节,2,8,88,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219797258,,2023,公司治理,包含'投资者关系'的章节,2,8,88,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219797258,,2023,绿色金融,包含'环境信息披露'的章节,5,11,88,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219797258,,2023,消费者权益保护,包含'消费者权益'的章节,1,7,88,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219797258,,2023,普惠金融,包含'普惠金融'的章节,1,7,88,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219797258,,2023,乡村振兴,包含'农业产业化'的章节,4,10,88,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1223384751,,2024,风险管理,4.4 构建全面风险管理体系,4,10,80,精确匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1223384751,,2024,公司治理,2.1 健全公司治理体系,3,9,80,精确匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1223384751,,2024,绿色金融,3 绿色金融低碳转型,5,11,80,精确匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1223384751,,2024,消费者权益保护,4.4金融知识精准宣教,6,12,80,精确匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1223384751,,2024,普惠金融,2 普惠金融助力小微,5,11,80,精确匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1223384751,,2024,乡村振兴,6.1健全涉农服务机制,5,11,80,精确匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225154073,,2025,风险管理,包含'风险管理体系'的章节,3,9,90,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225154073,,2025,公司治理,3 强化风控守正合规,1,7,90,精确匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225154073,,2025,绿色金融,4 运营降耗践行低碳,1,7,90,精确匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225154073,,2025,消费者权益保护,包含'消费者权益'的章节,1,7,90,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225154073,,2025,普惠金融,包含'普惠金融'的章节,1,7,90,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225154073,,2025,乡村振兴,包含'乡村振兴'的章节,1,7,90,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1213271026,,2021,风险管理,风险管理筑根基,5,11,79,关键词匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2021-1213271026,,2021,公司治理,2021 年 ESG 工作——公司治理篇,5,11,79,精确匹配,ok,confirmed,中高置信度+精确匹配，自动通过,system_auto,2026-06-14
2021-1213271026,,2021,绿色金融,2021 年 ESG 工作——公司治理篇,5,11,79,精确匹配,ok,confirmed,中高置信度+精确匹配，自动通过,system_auto,2026-06-14
2021-1213271026,,2021,消费者权益保护,强化消保真行动,4,10,79,模糊匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2021-1213271026,,2021,普惠金融,大力发展普惠金融，践行使命担当,3,9,79,关键词匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2021-1213271026,,2021,乡村振兴,包含'乡村振兴'的章节,1,7,79,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2022-1216707444,,2022,风险管理,包含'风险管理体系'的章节,1,7,82,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216707444,,2022,公司治理,2022 年 ESG 工作——公司治理篇,5,11,82,精确匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216707444,,2022,绿色金融,强化绿色信贷理念，发展绿色金融,4,10,82,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216707444,,2022,消费者权益保护,保障客户权益，提升服务体验,5,11,82,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216707444,,2022,普惠金融,坚守定位，聚焦主业，践行普惠金融理念,3,9,82,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216707444,,2022,乡村振兴,包含'乡村振兴'的章节,2,8,82,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219834248,,2023,风险管理,包含'风险管理体系'的章节,1,7,79,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219834248,,2023,公司治理,2023 年 ESG 工作——公司治理篇,6,12,79,精确匹配,ok,confirmed,中高置信度+精确匹配，自动通过,system_auto,2026-06-14
2023-1219834248,,2023,绿色金融,强化绿色信贷理念，发展绿色金融,5,11,79,关键词匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219834248,,2023,消费者权益保护,聚焦老年客群，提升适老服务质量。,4,10,79,模糊匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219834248,,2023,普惠金融,坚守定位，践行普惠金融理念,3,9,79,关键词匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219834248,,2023,乡村振兴,全力助推乡村振兴战略。,4,10,79,关键词匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2024-1223278031,,2024,风险管理,包含'全面风险管理'的章节,4,10,75,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2024-1223278031,,2024,公司治理,包含'公司治理结构'的章节,3,9,75,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2024-1223278031,,2024,绿色金融,强化绿色信贷理念，发展绿色金融,4,10,75,关键词匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2024-1223278031,,2024,消费者权益保护,保障客户权益，提升服务体验,6,12,75,关键词匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2024-1223278031,,2024,普惠金融,坚守定位，践行普惠金融理念,5,11,75,关键词匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2024-1223278031,,2024,乡村振兴,75%，高于全行贷款平均增速；涉农及小微企业,6,12,75,关键词匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2025-1225169548,,2025,风险管理,包含'全面风险管理'的章节,3,9,89,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225169548,,2025,公司治理,包含'公司治理结构'的章节,2,8,89,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225169548,,2025,绿色金融,强化绿色信贷理念，发展绿色金融,3,9,89,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225169548,,2025,消费者权益保护,保障客户权益，提升服务体验,5,11,89,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225169548,,2025,普惠金融,坚守定位，践行普惠金融理念,4,10,89,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225169548,,2025,乡村振兴,包含'乡村振兴'的章节,2,8,89,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212729910,,2021,风险管理,完善全面风险管理体系,9,15,92,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212729910,,2021,公司治理,稳固治理机制,8,14,92,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212729910,,2021,绿色金融,社会责任管理....................................................................................................................- 7 -,1,7,92,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212729910,,2021,消费者权益保护,注重客户隐私保护,11,17,92,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212729910,,2021,普惠金融,包含'个体工商户'的章节,2,8,92,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212729910,,2021,乡村振兴,助力乡村振兴,5,11,92,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216234455,,2022,风险管理,包含'风险管理体系'的章节,8,14,91,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216234455,,2022,公司治理,包含'审计委员会'的章节,2,8,91,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216234455,,2022,绿色金融,包括绿色金融债 100 亿元、“三农”专项金融债 50 亿元、小微金融（支持浙江共同服务示范区建设）债 100 亿元,14,20,91,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216234455,,2022,消费者权益保护,保护客户隐私和信息安全,10,16,91,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216234455,,2022,普惠金融,践行普惠金融,7,13,91,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216234455,,2022,乡村振兴,助力乡村振兴,5,11,91,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219447647,,2023,风险管理,包含'风险管理体系'的章节,9,15,85,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219447647,,2023,公司治理,包含'审计委员会'的章节,15,21,85,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219447647,,2023,绿色金融,构建绿色金融生态 .................................................... - 35 -,1,7,85,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219447647,,2023,消费者权益保护,优化客户服务体验 .................................................... - 49 -,1,7,85,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219447647,,2023,普惠金融,持续深耕普惠金融,7,13,85,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219447647,,2023,乡村振兴,支持乡村振兴事业,8,14,85,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222947800,,2024,风险管理,深化全面风险管理 ......................................................... - 27 -,1,7,94,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222947800,,2024,公司治理,全面优化公司治理 ......................................................... - 23 -,1,7,94,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222947800,,2024,绿色金融,完善绿色金融生态 ......................................................... - 48 -,1,7,94,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222947800,,2024,消费者权益保护,社会责任与消费者权益保护部于 2025 年 3 月成立,4,10,94,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222947800,,2024,普惠金融,持续深耕普惠金融 ......................................................... - 37 -,1,7,94,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222947800,,2024,乡村振兴,支持乡村振兴事业 ......................................................... - 39 -,1,7,94,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225060844,,2025,风险管理,强化风险管理 ........................................................... - 29 -,1,7,78,关键词匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2025-1225060844,,2025,公司治理,优化公司治理 ........................................................... - 24 -,1,7,78,关键词匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2025-1225060844,,2025,绿色金融,丰富绿色金融 ........................................................... - 47 -,1,7,78,关键词匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2025-1225060844,,2025,消费者权益保护,加强消费者权益保护 ..................................................... - 60 -,1,7,78,关键词匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2025-1225060844,,2025,普惠金融,深耕普惠金融 ........................................................... - 34 -,1,7,78,关键词匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2025-1225060844,,2025,乡村振兴,支持乡村振兴 ........................................................... - 39 -,1,7,78,关键词匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2021-1212730968,,2021,风险管理,包含'风险管理体系'的章节,11,17,82,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212730968,,2021,公司治理,董事会的责任,18,24,82,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212730968,,2021,绿色金融,包含'可持续发展'的章节,2,8,82,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212730968,,2021,消费者权益保护,包含'消费者权益'的章节,2,8,82,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212730968,,2021,普惠金融,包含'中小企业融资'的章节,3,9,82,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212730968,,2021,乡村振兴,包含'乡村振兴'的章节,1,7,82,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216262765,,2022,风险管理,包含'风险管理体系'的章节,2,8,83,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216262765,,2022,公司治理,包含'投资者关系'的章节,12,18,83,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216262765,,2022,绿色金融,全行高质量发展新支柱和市场竞争新优势。发布《绿色金融发展战略规划（2022,5,11,83,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216262765,,2022,消费者权益保护,要求和行内工作实际，研究制定《中国建设银行消费者权益保护工作规划（2023,8,14,83,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216262765,,2022,普惠金融,包含'个体工商户'的章节,4,10,83,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216262765,,2022,乡村振兴,包含'农业产业化'的章节,5,11,83,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219447699,,2023,风险管理,包含'风险管理体系'的章节,4,10,75,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219447699,,2023,公司治理,包含'投资者关系'的章节,14,20,75,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219447699,,2023,绿色金融,包含'可持续发展'的章节,2,8,75,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219447699,,2023,消费者权益保护,包含'消费者权益'的章节,8,14,75,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219447699,,2023,普惠金融,4 万亿元。持续加强数字普惠金融模式创新，适配,3,9,75,精确匹配,ok,confirmed,中高置信度+精确匹配，自动通过,system_auto,2026-06-14
2023-1219447699,,2023,乡村振兴,包含'乡村振兴'的章节,1,7,75,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2024-1222940495,,2024,风险管理,包含'风险管理体系'的章节,4,10,87,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222940495,,2024,公司治理,中国人民银行《金融机构环境信息披露指南》,28,34,87,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222940495,,2024,绿色金融,绿色金融 ...................................................................................................... 24,1,7,87,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222940495,,2024,消费者权益保护,消费者权益保护 .............................................................................................69,1,7,87,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222940495,,2024,普惠金融,普惠金融 .......................................................................................................53,1,7,87,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222940495,,2024,乡村振兴,包含'乡村振兴'的章节,3,9,87,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225046555,,2025,风险管理,包含'风险管理体系'的章节,4,10,89,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225046555,,2025,公司治理,包含'投资者关系'的章节,3,9,89,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225046555,,2025,绿色金融,深入做好绿色金融大文章的指导意见》《绿色金融发展战略规划（2022,2,8,89,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225046555,,2025,消费者权益保护,包含'消费者权益'的章节,1,7,89,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225046555,,2025,普惠金融,包含'个体工商户'的章节,11,17,89,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225046555,,2025,乡村振兴,包含'乡村振兴'的章节,2,8,89,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212765374,,2021,风险管理,包含'风险管理体系'的章节,1,7,84,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212765374,,2021,公司治理,包含'投资者关系'的章节,2,8,84,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212765374,,2021,绿色金融,包含'可持续发展'的章节,2,8,84,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212765374,,2021,消费者权益保护,包含'消费者权益'的章节,1,7,84,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212765374,,2021,普惠金融,包含'中小企业融资'的章节,3,9,84,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212765374,,2021,乡村振兴,包含'农业产业化'的章节,4,10,84,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216273578,,2022,风险管理,包含'风险管理体系'的章节,1,7,93,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216273578,,2022,公司治理,包含'投资者关系'的章节,2,8,93,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216273578,,2022,绿色金融,包含'可持续发展'的章节,1,7,93,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216273578,,2022,消费者权益保护,包含'消费者权益'的章节,1,7,93,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216273578,,2022,普惠金融,包含'中小企业融资'的章节,4,10,93,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
